"","score","text","klasifikasi","x"
"1259",-1,"penggunaan vaksin sinovac kepada golongan remaja berumur tahun dan ke atas dibenarkan ","Negatif","penggunaan vaksin sinovac kepada golongan remaja berumur tahun dan ke atas dibenarkan "
"1260",1," vaksin kedua diberi kelulusan bersyarat selepas penggunaan cominay keluaran pfizerbiontech… ","Positif"," vaksin kedua diberi kelulusan bersyarat selepas penggunaan cominay keluaran pfizerbiontech… "
"1261",1,"terkini telah bersetuju memberikan kelulusan bersyarat bagi penggunaan vaksin keluaran sinovac lif… ","Positif","terkini telah bersetuju memberikan kelulusan bersyarat bagi penggunaan vaksin keluaran sinovac lif… "
"1262",1," sudah dibuka buat umum juga kak persyaratannya sepei vaksin dan pada umumnya kalau… ","Positif"," sudah dibuka buat umum juga kak persyaratannya sepei vaksin dan pada umumnya kalau… "
"1263",-1," temen ku vaksin yang ke nya beda loh bukan sinovac malas jelasin nya ah","Negatif"," temen ku vaksin yang ke nya beda loh bukan sinovac malas jelasin nya ah"
"1264",0," whatttt bahkan orang taiwan yang lebih dekat ke china gamau sinovacpiye iki makasih ka… ","Netral"," whatttt bahkan orang taiwan yang lebih dekat ke china gamau sinovacpiye iki makasih ka… "
"1266",0," w kalau sinovac itu vaksin yang ke apa beda bedaa","Netral"," w kalau sinovac itu vaksin yang ke apa beda bedaa"
"1268",0,"sudah vaksin sinovac ","Netral","sudah vaksin sinovac "
"1269",0," aing malah mau dapat vaksin itu ci tapi dapat nya sinovac","Netral"," aing malah mau dapat vaksin itu ci tapi dapat nya sinovac"
"1271",2,"nah kan butuh booster ainya suntik vaksin lagi seperti percobaan kelinci aja akhirnya kitakita ini… ","Positif","nah kan butuh booster ainya suntik vaksin lagi seperti percobaan kelinci aja akhirnya kitakita ini… "
"1272",1,"ayo hadiri gerai vaksin tni polri yang akan dilaksanakan pada hari sabtu oktober jam wi… ","Positif","ayo hadiri gerai vaksin tni polri yang akan dilaksanakan pada hari sabtu oktober jam wi… "
"1275",0," vaksin sinovac berkurang setelah melampaui bulan jadi butuh booster kah malaysia mel… ","Netral"," vaksin sinovac berkurang setelah melampaui bulan jadi butuh booster kah malaysia mel… "
"1276",3,"vaksinasi psi kota depok solidaritas vaksin psi kota depok vaksin sinovac dosis syarat seluruh warga in… ","Positif","vaksinasi psi kota depok solidaritas vaksin psi kota depok vaksin sinovac dosis syarat seluruh warga in… "
"1277",-1,"update vaksin covid bogor sinovac puskesmas cangkurawok hari ini kuota ","Negatif","update vaksin covid bogor sinovac puskesmas cangkurawok hari ini kuota "
"1278",0,"sinovac ke di yakkum bareng lansia gara² dulu otg harus nunggu bulan ternyata informasi terbaru kalauskrg yang positif se… ","Netral","sinovac ke di yakkum bareng lansia gara² dulu otg harus nunggu bulan ternyata informasi terbaru kalauskrg yang positif se… "
"1279",2,"kegiatan vaksinasi massal untuk masyarakat brebes di gerai vaksin presisi polres brebes untuk dosis peama dan ked… ","Positif","kegiatan vaksinasi massal untuk masyarakat brebes di gerai vaksin presisi polres brebes untuk dosis peama dan ked… "
"1280",-1,"informasi vaksin covid bogor puskesmas caringin oktober pakai sinovac dan pfizer dengan kuota ","Negatif","informasi vaksin covid bogor puskesmas caringin oktober pakai sinovac dan pfizer dengan kuota "
"1282",1,"kapolres brebes akbp faisal febrianto sik monitoring pelaksanaan kegiatan vaksinasi mass… ","Positif","kapolres brebes akbp faisal febrianto sik monitoring pelaksanaan kegiatan vaksinasi mass… "
"1283",-1," rumah sakit akademik ugm buka tiap hari jam ditenda vaksin gedung utara kuota hari vaksin sinovac dosis ","Negatif"," rumah sakit akademik ugm buka tiap hari jam ditenda vaksin gedung utara kuota hari vaksin sinovac dosis "
"1284",0,"uaf teman ada yang tahu dimana tempat vaksin sinovac","Netral","uaf teman ada yang tahu dimana tempat vaksin sinovac"
"1285",-1," titik lokasi pelaksanaan vaksin covid bogor puskesmas pasar rebo oktober pakai sinovac dan pfizer ","Negatif"," titik lokasi pelaksanaan vaksin covid bogor puskesmas pasar rebo oktober pakai sinovac dan pfizer "
"1286",1,"jog informasi vaksin sinovac dosis yang udah vaksin dosis dari luar jogja dong gaes makasih banget","Positif","jog informasi vaksin sinovac dosis yang udah vaksin dosis dari luar jogja dong gaes makasih banget"
"1287",-1,"update informasi vaksin covid bogor di puskesmas leuwisadeng oktober pakai sinovac ","Negatif","update informasi vaksin covid bogor di puskesmas leuwisadeng oktober pakai sinovac "
"1288",0,"vaksin diseling memang gaboleh ya kayak misal dosis sinovac dosis astrazeneca zeneca","Netral","vaksin diseling memang gaboleh ya kayak misal dosis sinovac dosis astrazeneca zeneca"
"1290",2," validasi sinovac oleh who bukti vaksin aman teruji mutu vaksin sembuhkan bangsa","Positif"," validasi sinovac oleh who bukti vaksin aman teruji mutu vaksin sembuhkan bangsa"
"1291",0,"untuk pendaftaran vaksin sinovac hari jumat oktober di klinik polresta bandung jlbhayangkara soreang sil… ","Netral","untuk pendaftaran vaksin sinovac hari jumat oktober di klinik polresta bandung jlbhayangkara soreang sil… "
"1292",1," sama ibu saya usia tahun kena covid alhamdulillah bisa pulih dan… ","Positif"," sama ibu saya usia tahun kena covid alhamdulillah bisa pulih dan… "
"1293",-1," anw aku vaksin peama juga pegal lebam sampai hari cuy dan aku sinovac","Negatif"," anw aku vaksin peama juga pegal lebam sampai hari cuy dan aku sinovac"
"1294",2,"aku sing vaksin e moderna dipadakne gendaanmu sing vaksin e gur sinovac yo tidak mlipir no sayang xixi","Positif","aku sing vaksin e moderna dipadakne gendaanmu sing vaksin e gur sinovac yo tidak mlipir no sayang xixi"
"1295",1," sayang skli aku tidak join tadi dengan babeh aldo behsdh pernah ada yang tanyakah bhw jk divaksin si… ","Positif"," sayang skli aku tidak join tadi dengan babeh aldo behsdh pernah ada yang tanyakah bhw jk divaksin si… "
"1296",0," kalauseifnya vaksin sinovac mungkin bisa coba ngechat si engkoh siapa tau bisa membantu nder","Netral"," kalauseifnya vaksin sinovac mungkin bisa coba ngechat si engkoh siapa tau bisa membantu nder"
"1297",1," aku juga gitu tapi tetap vaksin waktu itu dapatnya sih sinovac untuk efeknya aku tidak ngerasai apapun kek o… ","Positif"," aku juga gitu tapi tetap vaksin waktu itu dapatnya sih sinovac untuk efeknya aku tidak ngerasai apapun kek o… "
"1298",0,"vaksin sinovac disuntik ke warga pakai astrazaneca ","Netral","vaksin sinovac disuntik ke warga pakai astrazaneca "
"1299",1,"tapii… sebaiknya booster lagi bulan berikutnya dengan merk vaksin yang sama dengan yang dipakai terakhir kali gitu… ","Positif","tapii… sebaiknya booster lagi bulan berikutnya dengan merk vaksin yang sama dengan yang dipakai terakhir kali gitu… "
"1300",-3,"yang aku bingungin kalauvaksin sinovac dari china terbuat dari virus covid yang sudah dimatikanberai mereka juga… ","Negatif","yang aku bingungin kalauvaksin sinovac dari china terbuat dari virus covid yang sudah dimatikanberai mereka juga… "
"1301",0,"kanggo kancakanca wong brebes lan sekitare pelaksanaan hari jumat sabtu oktober pukul … ","Netral","kanggo kancakanca wong brebes lan sekitare pelaksanaan hari jumat sabtu oktober pukul … "
"1302",1," para pelajar smp di kabupaten pasuruan bakal segera menerima suntikan vaksin sinovac yang akan… ","Positif"," para pelajar smp di kabupaten pasuruan bakal segera menerima suntikan vaksin sinovac yang akan… "
"1303",1," akibat amukan wargaterjadi sejumlah kerusakan di antaranya satu posko gerai vaksin vial vaksin dosis vial va…","Positif"," akibat amukan wargaterjadi sejumlah kerusakan di antaranya satu posko gerai vaksin vial vaksin dosis vial va…"
"1304",0," hari jumat sabtu oktober pukul sd wib tempat islamic center brebes vaksinasi…","Netral"," hari jumat sabtu oktober pukul sd wib tempat islamic center brebes vaksinasi…"
"1306",-3," suami tmn vaksin sinovac sudah lengkap kena covid meninggal ","Negatif"," suami tmn vaksin sinovac sudah lengkap kena covid meninggal "
"1307",0," nder walaupun kamu sekarang vaksin sinovac tapi aku saranin hari minggu jangan pergi dulu karena tubuhm… ","Netral"," nder walaupun kamu sekarang vaksin sinovac tapi aku saranin hari minggu jangan pergi dulu karena tubuhm… "
"1308",0," wkwkwkwkkw manifest ada yang nuker vaksin sinovac dengan sianjing","Netral"," wkwkwkwkkw manifest ada yang nuker vaksin sinovac dengan sianjing"
"1309",-1,"hari ini aku dan istri akhirnya vaksin peama covid sinovac kita dokumentasikan di video untuk youtube tapi s… ","Negatif","hari ini aku dan istri akhirnya vaksin peama covid sinovac kita dokumentasikan di video untuk youtube tapi s… "
"1310",-1," kalauaku kmren yang dosis sinovac rasanya pegal semua ayo rada pusing juga tapi abs vaksin langsung tidak… ","Negatif"," kalauaku kmren yang dosis sinovac rasanya pegal semua ayo rada pusing juga tapi abs vaksin langsung tidak… "
"1311",0," kenapa sudah orang pada mau pfizer sinovac yang efeknya tidak seberapa aja ada oknum yang bilang habis vaksin sakit… ","Netral"," kenapa sudah orang pada mau pfizer sinovac yang efeknya tidak seberapa aja ada oknum yang bilang habis vaksin sakit… "
"1312",1," aku kalaubelom divaksin dan bisa pilih vaksin aku pilih pfizer setauku juga lebih tinggi effectivity r… ","Positif"," aku kalaubelom divaksin dan bisa pilih vaksin aku pilih pfizer setauku juga lebih tinggi effectivity r… "
"1313",0,"mau tanya jarak vaksin sinovac peama sama kedua tuh berapa hari sih","Netral","mau tanya jarak vaksin sinovac peama sama kedua tuh berapa hari sih"
"1314",2," mnku sinovacpfizer sama aja yang penting vaksin sih","Positif"," mnku sinovacpfizer sama aja yang penting vaksin sih"
"1315",-1,"katanya efek moderna lebih banyak kalausinovac biasa aja vaksin moderna syarat bepergian keluar negeri sinovac di… ","Negatif","katanya efek moderna lebih banyak kalausinovac biasa aja vaksin moderna syarat bepergian keluar negeri sinovac di… "
"1317",-1," bapak saya tahun kena covid mas ada komorbid jantung ada stroke juga alhamdulilah baikb…","Negatif"," bapak saya tahun kena covid mas ada komorbid jantung ada stroke juga alhamdulilah baikb…"
"1318",0,"koramil tng mngdkan vaksinasi dosis jenis sinovac di hlm kelurahan cimone jaya dalam rangka se… ","Netral","koramil tng mngdkan vaksinasi dosis jenis sinovac di hlm kelurahan cimone jaya dalam rangka se… "
"1319",0," wkwkw udahh vaksin waktu bulan tapi baru sinovac nih dari bulan lalu disuruh moderna tapi masih nunggu kesiapan hati","Netral"," wkwkw udahh vaksin waktu bulan tapi baru sinovac nih dari bulan lalu disuruh moderna tapi masih nunggu kesiapan hati"
"1320",-1," yahhh ku sinovac tapi katanya yang vaksin sinovac kalau mau pergi ke ln harus vaksin lagi yang bukan sinovac","Negatif"," yahhh ku sinovac tapi katanya yang vaksin sinovac kalau mau pergi ke ln harus vaksin lagi yang bukan sinovac"
"1326",0,"lur fess informasi vaksin sinovac dosis di solo buat tanggal dong ","Netral","lur fess informasi vaksin sinovac dosis di solo buat tanggal dong "
"1327",-1,"malaysia bakal bekerjasama dengan syarikat pembangun vaksin covid cansino dan sinovac untuk membangunkan vaks… ","Negatif","malaysia bakal bekerjasama dengan syarikat pembangun vaksin covid cansino dan sinovac untuk membangunkan vaks… "
"1328",-2,"vaksin sinovac aja sok keras astrazeneca nih bos senggol dong","Negatif","vaksin sinovac aja sok keras astrazeneca nih bos senggol dong"
"1329",-1," bapak saya tahun kena covid mas ada komorbid jantung ada stroke juga alhamdulila… ","Negatif"," bapak saya tahun kena covid mas ada komorbid jantung ada stroke juga alhamdulila… "
"1331",0,"informasi vaksin sinovac dosis dongg umsfess","Netral","informasi vaksin sinovac dosis dongg umsfess"
"1332",0,"ada informasi vaksin dosis kedua sinovac di bekasi","Netral","ada informasi vaksin dosis kedua sinovac di bekasi"
"1333",2,"pada surat edaran hki kemenkes menjelaskan bahwa vaksinasi dosis ketiga bagi nakes dapat menggu… ","Positif","pada surat edaran hki kemenkes menjelaskan bahwa vaksinasi dosis ketiga bagi nakes dapat menggu… "
"1334",-1," sudah vaksin sinovac lantas positif covid untuk vaksin kedua apakah harus sinovac atau bisa ya… ","Negatif"," sudah vaksin sinovac lantas positif covid untuk vaksin kedua apakah harus sinovac atau bisa ya… "
"1335",1,"informasi vaksin sinovac dosis kedua untuk kabupaten tangerang dong vaksin presisi di gor bonang ternyata udah tidak ada huhu ","Positif","informasi vaksin sinovac dosis kedua untuk kabupaten tangerang dong vaksin presisi di gor bonang ternyata udah tidak ada huhu "
"1336",-1,"who secara umum dan belanda secara khusus mengakui vaksin sinovac tapi seifikat yang didapatkan warga indonesia… ","Negatif","who secara umum dan belanda secara khusus mengakui vaksin sinovac tapi seifikat yang didapatkan warga indonesia… "
"1337",0,"namun berhubung kebanyakan seifikat orang indonesia mencantumkan merk dagang dari vaksin sinovac yaitu coronava… ","Netral","namun berhubung kebanyakan seifikat orang indonesia mencantumkan merk dagang dari vaksin sinovac yaitu coronava… "
"1338",2," yang mau vaksin pfizer astrazeneca untuk wilayah mustika jaya bisa kesini tadi ke puskesmas mustika jaya cuma tersedia vaks…","Positif"," yang mau vaksin pfizer astrazeneca untuk wilayah mustika jaya bisa kesini tadi ke puskesmas mustika jaya cuma tersedia vaks…"
"1340",-1,"di kota surabaya vaksinasi ini digelar di lapangan thor di kompleks gelora pancasila dengan target dosis va… ","Negatif","di kota surabaya vaksinasi ini digelar di lapangan thor di kompleks gelora pancasila dengan target dosis va… "
"1341",0,"dalam program ini tni al diwakili oleh komando lintas laut militer kolinlamil menyediakan vaksin sinovac ","Netral","dalam program ini tni al diwakili oleh komando lintas laut militer kolinlamil menyediakan vaksin sinovac "
"1342",0,"untuk pendaftaran vaksin sinovac hari jumat oktober di klinik polresta bandung jlbhayangkara soreang si… ","Netral","untuk pendaftaran vaksin sinovac hari jumat oktober di klinik polresta bandung jlbhayangkara soreang si… "
"1343",0," aku kemarin vaksin dosis peama sinovac kedua biofarma baru tau setelah seifikat diprint ","Netral"," aku kemarin vaksin dosis peama sinovac kedua biofarma baru tau setelah seifikat diprint "
"1344",-1," china akan menyumbangkan satu juta dosis vaksin covid coronavac sinovac tambahan kepada malaysia atas dasar persaha…","Negatif"," china akan menyumbangkan satu juta dosis vaksin covid coronavac sinovac tambahan kepada malaysia atas dasar persaha…"
"1345",1,"beempat di puskesmas batangan kabupaten pati telah dilaksanakan serbuan vaksinasi dosis satu vaksin sinovac dari k… ","Positif","beempat di puskesmas batangan kabupaten pati telah dilaksanakan serbuan vaksinasi dosis satu vaksin sinovac dari k… "
"1346",1," mjb ada yang tau tidak kapan jadwal vaksin dosis kedua sinovac di bina sehat apa emng sudah tidak ada lagi tru… ","Positif"," mjb ada yang tau tidak kapan jadwal vaksin dosis kedua sinovac di bina sehat apa emng sudah tidak ada lagi tru… "
"1347",3," tergantung vaksin nya apaa sih kalausinovac iya wkwkw ngantuk sama laper","Positif"," tergantung vaksin nya apaa sih kalausinovac iya wkwkw ngantuk sama laper"
"1348",-2," pfizer doang yang dipake di indonesia kan sinovac sama astrazeneca berapa lama beahannya kenapa… ","Negatif"," pfizer doang yang dipake di indonesia kan sinovac sama astrazeneca berapa lama beahannya kenapa… "
"1349",-1,"aljazair resmikan lini produksi vaksin covid sinovac ","Negatif","aljazair resmikan lini produksi vaksin covid sinovac "
"1350",0,"kapolsek bulu akp banuari masih pantau percepatan vaksin sinovac dosis i ii dengan sasaran lansia sea masyarakat… ","Netral","kapolsek bulu akp banuari masih pantau percepatan vaksin sinovac dosis i ii dengan sasaran lansia sea masyarakat… "
"1351",0," via vaksin sinovac dosis kaltim pos di mall lembuswana link kalauada nanti saya share ht…","Netral"," via vaksin sinovac dosis kaltim pos di mall lembuswana link kalauada nanti saya share ht…"
